date,title,reporter,content,press
2021.04.15,"文대통령 “日 원전 오염수 방류, 국제해양재판소 제소 검토하라”",이용수 기자,"문재인 대통령은 14일 신임장 제정을 위해 청와대를 찾은 아이보시 고이치(相星孝一) 주한 일본 대사에게 “일본의 원전 오염수 해양 방류 결정에 대해 지리적으로 가장 가깝고 바다를 공유한 한국의 우려가 매우 크다”며 “한국 정부와 국민의 우려를 잘 알 테니 본국에 잘 전달해 달라”고 했다.
이날 문 대통령은 일본 등 3국 대사들의 신임장을 받은 뒤 이어진 환담에서 “이 말씀을 안 드릴 수 없다”며 원전 오염수 방류 문제를 거론했다고 청와대 강민석 대변인이 전했다. 통상 덕담을 주고받는 상견례 성격의 외교 행사에서 주재국 정상이 특정국과 얽힌 민감 현안을 콕 집어 우려를 표하는 것은 외교적으로 드문 일이다. 강 대변인도 “신임장 제정식 환담에서 이런 발언을 하는 것은 극히 이례적”이라고 했다.
강 대변인에 따르면, 문 대통령은 앞서 열린 청와대 내부 회의에서도 “일본의 원전 오염수 해양 방류 결정과 관련해 국제해양법재판소에 잠정 조치와 함께 제소하는 방안을 적극 검토하라”고 지시했다. 청와대 핵심 관계자는 “잠정 조치란 일종의 가처분 신청”이라고 했다. 해양법재판소의 최종 판단이 나올 때까지 방류를 막아보겠다는 것이다. 여권 관계자는 “최근 북한의 올림픽 불참 결정이 정부의 한일 관계 개선 노력에 찬물을 뿌린 상황에서 국민감정과 직결된 원전 오염수 방류 문제까지 터져 더 어려워졌다”고 했다.
문 대통령은 이날 아이보시 대사에게 또 “한일 양국은 가장 가까운 이웃이자 친구이며 동북아와 세계 평화 번영을 위해 함께 협력해야 할 매우 중요한 파트너”라며 “협력 정신과 의지가 있다면 어떤 어려운 문제도 헤쳐 나갈 수 있을 것”이라고 했다. 그러면서 “도쿄올림픽의 성공을 기원한다”고 덧붙였다. 아이보시 대사는 ‘코로나로 어려움을 겪고 있는 한국 국민을 위로하고 한국과 맺은 우호 관계가 증진되기를 희망한다’는 나루히토(德仁) 일왕의 메시지를 전달했다. 아이보시 대사는 “현재 양국 관계가 충분히 만족스럽지는 않지만 대화로 현안을 해결해 나가길 기대한다”며 한미일 3국 협력 중요성을 언급했다.
",조선일보
2021.04.28,‘귀책사유 무공천’ 與당헌 만든 우원식 “서울시장 선거까진 생각못해”,안준용 기자,"더불어민주당 5·2 전당대회를 앞두고 27일 밤 열린 마지막 TV토론에서도 홍영표·송영길·우원식 당 대표 후보 간 ‘난타전’이 이어졌다.
송영길 후보는 이날 토론에서 “우원식 후보는 민주당 혁신위원회를 하면서, 최근 서울·부산시장 선거에서 논란이 됐던 ‘귀책사유로 보궐선거가 발생했을 경우, 후보를 내지 않겠다’는 당헌을 혁신안으로 통과시킨 주역”이라고 했다. 그러면서 “(이후 당이) 다시 당헌을 개정해 후보를 내 논란이 됐는데, 혁신안을 통과시켰던 사람으로서 다시 당헌·당규를 그때로 복귀시켜야 한다고 생각하는가, 후보를 낸 것은 불가피했다고 생각하는가”라고 물었다.
이에 우원식 후보는 “참 난감한 일”이라며 “그때는 여러 부정부패가 많았기 때문에 그렇게(무공천으로) 책임지는 게 좋겠다는 생각이었는데, 서울시장 선거 같은 큰 선거까지 적용될 것은 생각을 못했다”고 했다.
이어 “서울시장까지 이렇게 되고 나니 집권 여당으로서 후보를 안 내는 게 옳으냐가 당 전체의 고민이었다. 그래서 전 당원 투표를 통해 결정했다”면서 “기본적으로 귀책사유가 있으면 후보를 내지 않는 쪽으로 가는 게 옳다고 생각하지만, 현실 정치세력으로서 이런 경우에 어떻게 해야 할지는 당원들에게 묻고 결정해야 하는 것 아닌가, 참 어려운 문제”라고 했다.
우 후보는 이날 소상공인 손실보상제 소급적용과 관련, ‘위헌시비 등을 고려해 신중히 결정해야 한다’고 한 홍영표 후보를 향해 “민생에 굉장히 소극적”이라고 비판했다. 우 후보는 “민생의 절박함에 귀를 활짝 열어야 한다”며 “홍 후보가 민생 얘기하는 것은 방어적이고, 오히려 우리의 혁신을 막는 것”이라고 했다.
그러자 홍 후보는 “우 후보만이 민생에 관심이 있고 의지가 있다고 얘기하는 것에 어이가 없다”고 맞받았다.
그는 “국가가 보상하는 방법의 차이를 갖고 얘기하는 것을 두고 ‘민생에 관심이 없다, 의지가 없다’ 그렇게 문재인 정부에 대해 얘기하는 것은 맞지 않는다. 대통령까지도 의지가 없어서 안 하는 것처럼 말하는 것은 잘못된 평가”라고 했다. 그러면서 “우 후보가 생각하는 민생 방안만 옳은 것이고, 다른 사람들은 거기에 따르지 않으면 ‘민생에 의지가 없다, 문재인 정부도 똑같다’ 그렇게 얘기하는 것”이라며 “대통령이 손실보상제 소급적용에 대해 어떻게 판단하시는지도 모르지 않느냐”라고 했다.
민주당은 이날부터 차기 당대표·최고위원 선출을 위한 대의원·권리당원 투표를 시작한다. 대상 선거인 수는 71만464명(전국대의원 1만5905명, 권리당원 69만4559명)으로, 28~29일 온라인 투표, 30일~5월 2일 자동응답시스템(ARS) 투표로 진행된다. 국민과 일반당원 여론조사는 29~30일 이틀간 진행된다.
대의원 45%, 권리당원 40%, 국민 10%, 일반 당원 5%의 비율로 각각 반영된다.",조선일보
2021.04.25,사천 공군 부대서 8명 확진…1600명 검사중,김승재 기자,"경남 사천의 공군 제3훈련비행단에서 코로나 확진자가 8명 나오면서 접촉자 등 총 1600명이 코로나 검사를 받게 됐다.
24일 제3훈련비행단 소속 간부 2명과 병사 1명이 코로나 양성 판정을 받은 데 이어 25일에는 같은 부대 간부 2명과 병사 1명, 군무원 2명 등 5명이 추가로 확진됐다.
전날 확진을 받은 간부 1명은 최근 집단 발생이 발생한 사천읍의 음식점을 방문했다가 지난 16일부터 격리됐는데, 이 과정에서 진단 검사를 받고 확진됐다.
다른 간부와 병사 등은 코로나 증상이 있어 검사를 통해 확진 판정을 받았고, 이들과 접촉자들을 추가로 검사하는 과정에서 이날 5명이 확진됐다.
공군은 전날부터 해당 부대의 접촉자를 포함해 1600여명을 대상으로 진단검사를 진행 중이어서 추가로 확진자가 나올 수도 있다.
공군 관계자는 언론을 통해 “정확한 감염 경로는 조사 중”이라며 “부대시설 방역 조치 등 비행훈련과 작전에 미치는 영향을 최소화하기 위해 노력하고 있다”고 했다.",조선일보
2021.04.03,"윤석열, 부친과 함께 사전투표",김아진 기자,"4·7 재·보궐선거 사전 투표 첫날인 2일 문재인 대통령 등 주요 정치권 인사들이 서울시장 보궐선거 사전 투표에 참여했다.
문 대통령은 이날 오전 청와대 인근 서울 삼청동 주민센터에서 김정숙 여사와 함께 서울시장 선거 투표를 했다. 오전 9시쯤 투표장에 도착한 문 대통령은 마스크를 쓴 채 체온 측정, 손 소독을 한 뒤 위생 장갑을 끼고 투표소에 입장했다. 문 대통령은 미리 준비해 온 투표 안내문을 선거 관리 직원에게 내밀었는데 한 직원이 “사전 투표에는 안 갖고 오셔도 된다”고 답해 웃음이 터졌다. 문 대통령은 투표 전 선거 관리 직원에게 “투표 하셨느냐”라고 물었고, 투표 후에도 “사전 투표를 많이들 와서 하는 편이냐”고 물었다. 한 직원은 “이 시간대 치고는 많은 편”이라고 답했다. 문 대통령은 취임 후 2018년 전국 동시 지방선거, 작년 총선 때도 사전 투표를 했다.
더불어민주당 이낙연 상임 선거대책위원장과 국민의당 안철수 대표, 국민의힘 유승민 전 의원도 이날 사전 투표를 했다. 국민의힘 김종인 비대위원장은 본 투표일인 오는 7일 오세훈 서울시장 후보와 같이 투표할 계획이다.
차기 대선 지지율 조사에서 1위를 기록 중인 윤석열 전 검찰총장은 아버지 윤기중씨와 함께 서울 서대문구 남가좌1동 투표소를 찾아 투표했다. 아내 김건희씨는 동행하지 않았다. 부친을 부축하고 투표소에 나온 윤 전 총장은 “아버님께서 기력이 전 같지 않으셔서 모시고 왔다”고 했다. “대선 행보로 봐도 되느냐” “이후 정치 일정은 어떻게 되느냐” 같은 취재진 물음에는 답하지 않았다. 윤 전 총장이 투표소에 나타나자 지지자 100여명은 “윤석열 파이팅”을 외치며 박수와 환호를 보냈다. 이에 대해 민주당 박영선 서울시장 후보는 “윤 전 총장이 정치적 행동을 시작했다”며 “공직자가 정치를 염두에 두고 그동안 행동했던 것이냐”고 했다.",조선일보
2021.04.06,"김종인 “서울·부산 다 이길 것, 내일은 성폭력 규탄하는 날”",원선우 기자,"국민의힘 김종인 비상대책위원장은 6일 “내일 선거는 박원순 전 시장의 지난 9년 시정을 심판하고 성폭력을 규탄하는 날”이라며 “지난 4년 동안 문재인 정부가 무엇을 했느냐를 심판해야 한다. 무능하기 때문에 거짓말을 너무 많이 한 정부”라고 했다.
김 위원장은 이날 서울 강남구 대치역 4·7 서울시장 보궐선거 유세에서 오세훈 후보 지지를 호소하며 이같이 말했다. 김 위원장은 “문 대통령은 다른 것은 몰라도 부동산만큼은 자신이 있다고 얘기하지만, 집값은 계속 오르고 집값이 올라가니 세금이 따라서 올라가고, 거기에 따라 공시가격이 올라갔다”며 “이게 집을 가지고 있는 사람의 과실이냐”고 했다.
김 위원장은 “지금 우리 사회는 지금 양극화가 벌어지고 사회 갈등이 굉장히 심해져 많은 국민들이 실의에 처해 있다”고 했다.
김 위원장은 유세 이후 기자들과 만나 “오세훈 후보가 승리한다는 걸 확실하게 말씀드릴 수 있다. 부산도 마찬가지다. 부산, 서울 다 국민의힘이 이길 것”이라고 했다.
김 위원장은 이날 주호영 원내대표가 서울 보선에서 15%포인트 격차 승리를 예측한 데 대해 “표차가 많으면 많을수록 좋겠다”면서도 “두 자리 숫자(%포인트 차이)는 나올 것”이라고 했다.

",조선일보
2021.04.28,"與 조응천, ‘문파’ 향해 “문자행동 할수록 재집권 멀어진다”",허유진 기자,"더불어민주당 조응천 의원이 문재인 대통령의 열성 지지자를 가리키는 이른바 ‘문파’ 당원들을 향해 “여러분이 문자행동을 하면 할수록, 재집권의 꿈은 점점 멀어져간다”고 했다. 조 의원은 앞서 4·7 재보궐선거 패배 원인으로 조국 사태를 거론한 초선의원들에게 강성 당원들이 문자 폭탄을 보내자 당에 "" 폭력적인 행위를 좌시하지 말고 소수 강성지지층들로부터 뜻있는 젊은 의원들을 보호하라”고 요구했었다.
27일 조 의원은 페이스북에서 올린 글에서 한 언론이 보도한 ’문파 보고서’라는 제목의 기획 기사를 언급하며 “이분들의 순수한 마음을 이해하고, 한편으로는 존경스럽다”면서도 “문자 행동을 계속하면 우리 민주당과 문파에 대해 민심이 호감을 갖겠느냐”고 했다.
그는 “육두문자나 욕설 등의 험한 말로 점철된 문자 폭탄을 의원들에게 수시로 보내는 행동에 대해 여론은 별로 호의적이지 않다”며 “문자 폭탄을 따라 의원들이 오락가락하는 것에는 더욱 좋지 않게 바라본다”고 했다.
이어 “문파가 전 국민의 과반 이상이라면 문파의 뜻을 따르는 것이 바로 국정 운영이고 선거전략이겠지만 그렇지 않다면 다수의 뜻을 살피는 것이 대통령에 대한 국민의 지지를 담보하고 선거에서도 이기는 방법 아니냐”며 “(의원들이) 떠나지도 않고, 떠날 수도 없으니 이제 우리 의원들이 움직일 수 있는 공간을 만들어 문파가 아닌 국민에게도 다가가서 마음을 얻을 수 있도록 놓아달라”고 했다.
조 의원은 “여러분들이 문자행동을 하면 할수록, 그리고 여러분들의 강력한 힘에 위축되는 의원들이 많으면 많을수록 재집권의 꿈은 점점 멀어져간다”며 “국민이 네 번의 선거에서 표를 몰아줬는데 아직도 네트워크와 권력이 약하니 ‘문자행동’ 외에는 할 방법이 없다는 말씀에 동의하기 어렵다”고 했다.
조 의원은 전당대회에 나선 후보들에게도 “국민은 다 안다”며 “왜 문파들만 과도하게 신경을 쓰냐”고 비판했다.
그는 “당선된 후 제대로 각을 잡고 민심에 부합하도록 당을 이끌면 될 것 아니냐고 하지만 지금 이 순간에도 국민은 우리 언행을 다 보고 있으며, (언행은) 언론에, 페이스북에, 인스타그램에, 커뮤니티 게시판에 생생하게 다 박제된다”며 “휴대폰을 통해 실시간으로 온갖 정보가 유통되고 있는 2021년을 사는 정치인에게는 잊혀질 권리란 없다”고 했다.
이어 “한번 내뱉은 말이 머지않은 장래에 날카로운 비수가 돼 뒷목을 향해 되돌아오는 것을 정녕 모르냐”며 “신뢰를 얻기는 힘들어도 의심을 사는 것은 너무나 쉽다는 것을 다들 잘 아시지 않습니까”라고 했다.
조 의원은 “코로나에 지치고 힘든 국민들에게 비전과 희망을 제시하고 신뢰할 수 있는 집권여당의 진면목을 보여줄 수 있는 선의의 경쟁은 이번에도 보기가 힘든 모양”이라며 “그렇다면 전당대회가 끝나고 똑같은 질문을 받을 사람들은 우리 당 대권주자들일 것”이라고 했다.",조선일보
2021.04.23,"文, 세월호 특검 임명하며 “7년 지나도 의혹남아 안타깝다”",안준용 기자,"문재인 대통령은 23일 세월호참사 진상규명 특별검사로 이현주 변호사(62·사법연수원 22기)를 임명했다고 박경미 청와대 대변인이 밝혔다.
문 대통령은 이날 오전 11시50분 임명안을 재가했고, 오후 3시 청와대 본관에서 이 변호사에게 특검 임명장을 수여했다. 정식 직책은 ‘4·16세월호참사 증거자료 조작·편집 의혹 사건 진상규명을 위한 특별검사’다. 수사 기간은 60일이며, 대통령 승인으로 한 차례 30일 연장이 가능하다.
문 대통령은 임명장 수여 후 환담에서 “세월호 참사는 피해자와 유가족뿐 아니라 우리 사회에 큰 상처와 한을 남긴 사건으로, 7년이 지난 지금까지도 의혹이 남아 있는 것은 안타까운 일”이라며 “한 치의 의문도 남지 않도록 수사해 진실을 밝히는 것이 필요하다”고 했다. 그러면서 “세월호참사 유가족의 아픔에 공감하면서 수사해 달라”고 했다.
이에 이현주 특검은 “막중한 책임감을 느끼며, 진상규명을 위해 최선을 다하겠다”고 했다.
문 대통령의 특검 임명은 전날 국회 세월호참사 진상규명 특검 후보추천위원회가 이현주, 장성근 변호사(60·연수원 14기)를 특검 후보자로 추천한 지 하루 만이다. 민주사회를위한변호사모임(민변) 대전충청지부장을 지낸 이 특검은 노무현 정부 시절인 2006~2007년 법무부 인권정책과장을 맡았다. 2016~2017년 대전시 정무부시장을 거쳐 법무법인 새날로 변호사로 일해왔다.
앞서 문 대통령은 세월호 참사 7주기인 지난 16일 SNS(소셜미디어)에서 “지난해 국회에서 ‘사회적참사 진상규명특별법’ 개정안과 특검이 통과돼 진실에 한 걸음 더 다가갈 수 있는 계기가 마련됐다”며 “사회적참사 특별조사위원회를 통해 성역 없는 진상 규명이 이뤄지도록 끝까지 챙기겠다”고 했었다.",조선일보
2021.04.02,"박주민, 집 평수 넓히려 쓴 돈 임차인에게 전가 의혹",송혜진 기자,"더불어민주당 박주민(서울 은평갑) 의원이 아파트 평수를 넓혀 이사 가면서 생긴 부담을 세입자에게 전가했다는 지적이 나왔다. 박 의원은 지난해 임대료를 5%를 초과해 올릴 수 없게 하는 ‘임대차 3법' 통과 직전 자신이 보유한 서울 신당동 아파트의 임대료를 9% 올린 사실이 알려지면서 ‘내로남불’이란 비판을 받았다.
1일 국회 공보와 국토교통부 실거래가 공개 내역에 따르면, 박 의원은 은평구 응암동의 아파트(84.9㎡)를 보증금 1억2000만원에 월 100만원을 주며 전세를 살다, 2019년 6월에 보증금 3억8000만원에 월세 135만원짜리 녹번동 아파트(114㎡)로 이사를 갔다. 넓은 평수로 옮겨간 만큼, 보증금 2억6000만원을 더 내야 했고 매달 월세도 35만원이 늘었다.
박 의원은 이후 작년 7월 자신이 소유한 신당동 아파트(84.95㎡)를 새 세입자와 보증금 1억원, 월세 185만원에 임대차 계약했다. 이전 세입자에겐 보증금 3억원, 월세 100만원을 받았다. 당시 전·월세 전환율(4%)을 적용하면 임대료의 9%를 올려 받았다. 야당은 “본인이 넓은 집으로 옮기면서 생긴 부담을 세입자에게 상당 부분 전가한 것 아니냐”고 했다. 그러나 박 의원 측은 “시기와 액수를 볼 때 논리적으로 안 맞는 얘기”라고 했다.
민주당은 이날 박 의원의 ‘전·월세 인상’ 논란이 커지자 “김태년 당대표 대행이 박 의원에게 전화를 해 강한 경고와 함께 자성을 촉구했다”고 밝혔다. 박 의원은 이날 박영선 서울시장 후보 캠프의 홍보디지털본부장직에서도 물러났다. 강민진 청년정의당 대표는 박 의원을 향해 “국민의 신뢰를 얻었던 거지갑(甲) 국회의원 박주민은 어디 있느냐”고 했다. 민변 출신이자 ‘세월호 변호사’로 이름을 알린 박 의원은 허름한 차림으로 ‘거지갑’이라는 별명을 얻었다.",조선일보
2021.04.02,"20대 표심 끌까...박영선 “청년 반값 데이터, 월 5기가 지급”",조의준 기자,"박영선 더불어민주당 서울시장 후보는 2일 서울 중구 남대문시장을 찾아 “만 19세부터 24세 이하 청년에게 매월 5기가씩 데이터 바우처를 지급하겠다”고 말했다. 각종 여론조사에서 젊은층의 이탈이 커지자 ‘반값 데이터’로 표심 잡기에 나선 것이다.
박 후보는 이날 남대문시장 앞에서 열린 집중 유세에서 “통신과 데이터는 코로나로 인한 비대면 시대에 청년이 사회 구성원으로 살아가기 위한 필수재”라며 ‘청년 반값 데이터 요금 도입’을 공약했다. 박 후보는 전날엔 만 19~24세 청년들에게 서울청년패스를 발급해 약 40% 할인된 요금으로 버스와 지하철을 이용할 수 있도록 하겠다고 공약하기도 했다.
그는 또 “대학 캠퍼스나 대학로, 홍대 앞, 한강공원 등 청년들이 많이 머무는 곳부터 우선적으로 무료 공공와이파이를 촘촘히 설치하겠다”며 “청년들이 무료로 모바일 인터넷을 이용할 수 있도록 하겠다”고도 했다.
그는 오세훈 후보에 비해 지지율이 뒤지는 것과 관련해선 “하루하루 따박따박 조금씩 변화하는 것이 어느 순간에 어떤 계기로 표출되는 지점이 있다. 아직 그 지점엔 안 왔다고 본다”며 “제가 매일 성실하게 하다 보면 이제부터 이런 변화가 감지될 수 있다고 생각한다”고 했다.",조선일보
2021.04.07,"박영선, 사실상 패배선언 “회초리 드신 시민들께 겸허한 마음”",원선우 기자,"더불어민주당 박영선 서울시장 후보는 7일 “진심이 승리하기를 바라면서 끝까지 응원해주셨던 시민 여러분에게는 무한한 감사의 말씀을 드린다”고 했다.
박 후보는 이날 서울 여의도 민주당사에서 기자들과 만나 이같이 말하고 “회초리를 들어주신 시민 여러분에게는 겸허한 마음으로 제가 그 모든 것을 받아들이면서 가야겠다고 생각하고 있다”고 했다.
박 후보는 이날 방송3사 출구조사 결과에서 오 후보에게 20%포인트가량 차이로 뒤지는 결과가 나온 데 대해서는 “아직 (최종) 결과가 안 나왔다”고 했다.
박 후보는 ‘오늘 이후 향후 계획이 있느냐’는 질문에는 답하지 않고 당사를 떠났다.
부산시장에 출마했던 같은 당 김영춘 후보도 부산 부산진구 선거사무소에서 패배를 공식 인정했다. 김 후보는 “민심의 큰 파도 앞에서 결과를 겸허하게 수용한다”며 “저와 민주당은 앞으로도 부산의 꿈을 포기하지 않을 것”이라고 했다.
김 후보는 향후 계획에 대한 취재진 질문에 “여기까지 하겠다”고만 답변하고 사무소를 떠났다.",조선일보
2021.04.21,"이명박·박근혜 사면 여론… 찬성 44.8%, 반대 50.2%",최규민 기자,"이명박·박근혜 두 전직 대통령 사면에 대해 찬성보다 반대 여론이 우세한 것으로 나타났다.
데일리안이 알앤써치에 의뢰해 전국 성인남녀 1058명을 대상으로 실시한 21일 여론조사에 따르면, 전직 대통령 사면 찬성은 44.8%, 반대는 50.2%로 조사됐다. 연령별로는 60대 이상을 제외한 전 연령대에서 반대 여론이 우세했고, 특히 20대(찬성 26.7%, 반대 66.2%)와 40대(찬성 30.5%, 반대 67.9%)에서 반대 목소리가 특히 높았다. 반면 60대 이상은 찬성(66.4%)이 반대(26.9%) 여론보다 우세했다.
지역별로는 호남, 경기·인천에서 반대 여론이 뚜렷했고, 대구·경북, 부산·울산·경남, 대전·충남에서는 찬성 의견이 더 많았다. 서울은 찬성 46.7%, 반대 48.6%로 팽팽했다.
반면 이재용 삼성전자 부회장 사면에 대해서는 국민 10명 중 7명이 찬성하는 것으로 나타났다. 전직 대통령 사면에 반대가 뚜렷한 20대 62.5%가 이 부회장 사면에 찬성하는 것은 특기할 만한 대목이다. 다만 문 대통령 적극 지지층은 찬성 28.7%, 반대 68%로 반대 의견이 우세한 것으로 조사됐다.
4·7 재보궐선거 이후 야권을 중심으로 두 전직 대통령을 사면해야 한다는 목소리가 이어지는 가운데, 오세훈 서울시장과 박형준 부산시장은 21일 문재인 대통령을 만난 자리에서 “전직 대통령이 지금 저렇게 계셔서 마음 아프다. 오늘 저희 두 사람을 불러주셨듯 큰 통합을 제고해주시길 부탁드린다”며 사실상 사면을 제안했다.
이에 문 대통령은 “두 분이 수감돼 있는 일은 가슴 아픈 일이지만, 이 문제는 국민 공감대를 생각하지 않을 수 없고, 국민 통합에 도움이 되도록 작용이 돼야 한다”고 답했다.",조선일보
2021.04.19,정의용 “日 오염수 방류 심각한 우려” 케리 “美가 개입하는건 적절치 않다”,원선우 기자,"정의용 외교부 장관이 방한한 존 케리 미국 대통령 기후특사에게 일본의 후쿠시마 오염수 방류 결정과 관련해 “심각한 우려”를 전달하며 협조를 요청했지만 케리 특사는“미국이 개입하는 것이 적절하지 않다”며 선을 그었다.
정 장관은 17일 서울 한남동 공관 만찬에 케리 특사를 초청, “우리 정부와 국민의 심각한 우려를 전달하고, 향후 일본이 국제사회에 보다 투명하고 신속한 정보를 제공할 수 있도록 미 측이 관심을 가지고 협조해 줄 것을 당부했다”고 외교부는 밝혔다. 그러나 외교부는 케리 특사 반응은 전하지 않았다.
케리 특사는 미 측의 입장을 다음 날 직접 공개했다. 케리 특사는 18일 서울의 한 호텔에서 기자간담회를 열고 후쿠시마 오염수 문제와 관련한 질문에 “일본이 국제원자력기구(IAEA)와 잘 협조할 것이라고 믿는다”고 했다. 그는 “무엇보다 핵심은 절차를 잘 이행하는 것”이라며 “IAEA가 세워둔 매우 엄격한 절차가 있으며, 일본이 이와 관련해 IAEA에 전적으로 협력해왔다고 미국은 확신한다”고 했다. 이어 “앞으로도 일본이 IAEA에 계속 협조할지가 관건이며 그럴 것이라고 믿는다”고 했다. “미국이 공식적으로 개입하는 일은 없을 것”이라고도 했다. 오염수 문제와 관련한 한국의 반대 입장을 미국이 알면서도 명확하게 일본 편을 든 것이다.
미국은 후쿠시마 오염수 문제와 관련, 일관되게 일본 입장을 지지해왔다. 미 국무부 네드 프라이스 대변인은 지난 13일 “일본은 국제적인 핵 안전 기준에 부합하는 방법을 택한 것으로 보인다”고 했다. 토니 블링컨 미 국무장관도 같은 날 “일본의 노력에 감사하며 IAEA와 지속적으로 협력하길 바란다”고 했다.",조선일보
2021.04.22,"[단독] 식약처, 외교부에 “러시아 백신 안전성 확인해달라”",김승현 기자,"식품의약품안전처가 최근 외교부에 러시아가 개발한 ‘스푸트니크 V’ 백신 관련 정보를 수집해달라고 요청했다. 정부가 백신 부족 사태에 스푸트니크 V 도입을 추진하는 것 아니냐는 관측이 나온다.
식약처는 지난 15일 외교부에 공문을 보내 스푸트니크 V 백신을 접종 중인 러시아와 알제리, 멕시코 등 12국(國)을 대상으로 백신 안전성 정보를 수집해달라고 요청했다고 국민의힘 백종헌 의원이 밝혔다. 혈전증(血栓症) 같은 백신 접종 이후 주요 이상 반응 등을 조사해달라는 것이다. 스푸트니크 V는 러시아가 지난해 8월 세계 최초로 승인한 코로나 백신으로 현재 58국이 사용을 승인했다.
식약처는 지난달 “스푸트니크 V 공급 담당 펀드로부터 의약품 등록을 위한 공식 서류를 받은 적이 없다”는 입장을 밝혔다. 정은경 질병관리청장도 지난 2월 “스푸트니크 V에 대해 계약이 진행되고 있는 것은 아니고 가능성을 열어두고 검토하고 있다”는 정도로 언급했다.
그러나 이후 정부 내에선 러시아 백신에 대한 안전성을 검토하는 등 도입에 속도를 내고 있는 것으로 알려졌다. 문재인 대통령도 최근 비공개 참모 회의에서 스푸트니크 V 백신을 포함한 다른 나라 백신의 안전성에 대해 검토를 지시한 것으로 전해졌다. 아스트라제네카·얀센 백신 등이 혈전 논란에 휩싸이고 5월 도입 예정이던 모더나 백신 수입이 하반기로 밀린 까닭이다. 이재명 경기지사는 이날 “러시아 백신의 공개 검증을 청와대에 요청했다”고 밝혔다. 더불어민주당 송영길 의원도 “스푸트니크 V 도입 등 플랜 B 추진도 필요하다”고 했다.
초저온 보관이 필요한 화이자·모더나와 달리 스푸트니크 V는 일반 냉장 보관이 가능해 유통이 쉽다. 국내 업체가 위탁 생산하고 있어 빠른 보급도 가능하다. 그러나 임상 3상이 끝나기 전에 러시아가 사용을 허가해 안전성이 더 확보되어야 한다는 의견도 있다. 혈전 증상이 발생한 아스트라제네카, 얀센처럼 ‘아데노바이러스 벡터(전달체)’를 사용한 백신이란 점도 안전성에 변수로 지적된다.",조선일보
