,날짜,제목,언론사,기자,본문
543,2021.04.07 19:23,[속보]오후 7시 재·보선 투표율 51.9%···서초구 59.8%로 가장 높아,경향신문,박홍두 기자 phd@kyunghyang.com,서울·부산시장을 선출하는 4·7 재·보궐 선거 투표가 7일 진행돼 오후 7시 현재 51.9%를 기록하고 있다.중앙선거관리위원회는 이날 서울·부산시장 보궐선거에 오후 7시까지 전체 유권자 1216만1624명 중 631만1084명이 투표를 마쳤다고 밝혔다.이는 지난 2~3일 실시된 사전투표분(투표율 20.54%)까지 포함한 수치다.서울시장 선거는 투표율 54.5%를 기록했다. 부산시장 선거 투표율은 49.4%다.서울에서는 서초구가 59.8%로 투표율이 가장 높았다. 금천구 투표율은 48.5%로 가장 낮았다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가져가야 한다.개표는 전국 55개 개표소에서 오후 8시~8시 30분 시작될 것으로 전망된다. 중앙선거관리위원회는 개표율이 50% 안팎이 될 것으로 보이는 자정 전후 당선자 윤곽이 나올 것으로 보고 있다.
544,2021.04.07 17:42,[4·7 재보선]투표장으로 변신한 태권도장·전시관···이색 투표소 눈길,경향신문,권기정 기자 kwon@kyunghyang.com,"4·7 보궐선거 투표 날인 7일 부산지역 투표소에는 소중한 한 표를 행사하려는 유권자의 발길이 줄을 이었다.이날 아침 투표소 앞은 출근과 등교를 앞두고 투표를 하려는 이들로 북적였다. 부산의 각 투표소마다 대기 줄이 30m 이상 이어지기도 했다. 강모씨(55)는 “직장이 창원이어서 투표시작 전부터 줄을 섰다”며 “이른 아침부터 투표하려는 사람들이 많아 놀랐다”고 말했다.이날 오후 1시 부산 서구청 4층에 마련된 충무동 제2투표소 앞에는 점심 식사를 마친 이들이 몰리면서 선거보조원들은 1m 간격으로 거리두기를 하도록 당부했다. 서구 관계자는 “점심시간 때부터 투표하러 오는 사람들이 늘고 있다”면서 “거리두기, 손소독 등 방역 수칙을 준수하기 위해 각별히 신경 쓰고 있다”고 말했다.오후에는 투표소를 찾는 유권자의 연령대도 다양했고 직업도 가지각색이었다.취업준비생 김모씨(27)는 “오전 내내 공부하다가 집에서 점심을 먹고 산책할 겸 투표하러 나왔다”며 “부산은 청년 유출이 심각한 상황인데 좋은 일자리 정책이 나오면 좋겠다”고 말했다.점심시간에 맞춰 거동이 불편한 부모님을 모시고 투표소를 찾은 자녀들도 있었다. 부친과 함께 투표를 마친 표모씨(57)는 “휠체어를 타야 하는 아버지를 위해 일부러 시간을 맞춰 투표소를 찾았다”며 “점심 식사 직후라 그런지 생각보다 사람이 많다”고 말했다.부산 지역 기념관, 의류매장 등은 이날 하루 투표소로 변신했다.부산 중구에 있는 박기종 기념관 1층 전시실에 마련된 투표소는 기존에 있던 전시물 자리에 투표소가 들어섰다. 이곳을 찾은 유권자는 한편에 전시된 박기종 선생의 생애를 읽으며 전시관을 둘러보기도 했다. 황모씨(60)는 “알고 있는 위인으로는 이순신, 안중근 의사가 전부”라며 “인근에 사는데도 알지 못했던 기념관이라 아내와 함께 조만간 제대로 전시관을 방문할 예정”이라고 말했다.의류회사 파크랜드는 이날은 손님 대신 유권자를 맞이했다. 시민들은 선거사무원이 신분을 확인하고 투표용지를 발급하는 동안 주변에 진열된 옷들을 둘러보기도 했다. 박모씨(72)는 “마침 셔츠가 부족해 살 때가 됐는데, 마침 투표 장소도 정장 가게라 옷을 샀다”고 말했다."
545,2021.04.07 16:20,[4·7 재보선]충남 예산군의원 라선거구 재선거…다소 한산한 분위기 속 투표,경향신문,윤희일 선임기자 yhi@kyunghyang.com,"대전·충남·세종지역에서 유일하게 선거가 치러지는 충남 예산군의원 라선거구(덕산·봉산·고덕·신암면)의 재선거는 다소 한산한 분위기에서 치러졌다. 이번 선거는 덕산초등학교 등 예산지역 10개 투표소에서 실시됐다. 덕산초등학교 등에 마련된 투표소에는 화창한 날씨 속에 1~2명씩 투표를 하러 나온 모습이 보였다. 마스크를 착용하고 온 유권자들은 투표소 안내원에 따라 손 소독과 장갑 착용 등 방역지침을 준수한 가운데 투표를 진행했다.이번 선거에는 더불어민주당과 국민의힘에서 각각 1명의 후보가 나왔고, 무소속 후보 3명이 출마했다. 출사표를 던지 후보는 더불어민주당 이흥엽(63), 국민의힘 홍원표(39·우체국장), 무소속인 신현모(63)·이경일(58)·인희열(29) 등 모두 5명이다.이번 선거에서는 덕산 출신인 기호1번 더불어민주당 이 후보와 신암 출신인 기호2번 국민의힘 홍 후보가 유권자들의 관심을 많이 끌었다.예산군청 공무원 출신인 이 후보는 풍부한 행정경험과 국·도비 확보에 유리한 집권여당 후보라는 점을 집중 부각시켰다. 덕산온천 개발, 혁신도시 공공기관 유치, 서부내륙고속도로 신암IC 개설 등의 공약을 내놨다.홍 후보는 젊은 일꾼임을 내세우며 표심을 공략했다. 홍 후보 측은 동시에 치러지는 서울시장·부산시장 선거 등에서 ‘국민의힘’ 후보가 선전하고 있는 상황에 대한 기대가 컸던 것으로 알려졌다. 특히 지역의 홍문표 국회의원 등의 집중적인 지원을 받았다. 덕산온천 관광호텔(원탕) 개발사업 추진, 구암-대지간 도로확포장공사 조기 추진, 고덕시장 현대화사업 추진 등의 공약을 내놨다.이번 선거는 전직 의원 1명이 공직선거법 위반 혐의로 당선무효형을 선고 받아 의원직을 상실하면서 치러졌다. 지난 3·4일 치러진 사전선거 투표율은 16.31%로 집계됐다."
546,2021.04.07 14:56,투표 당일 붙은 ‘오세훈 납세 정정공고’···국민의힘 “선관위 악의적 선거개입”,경향신문,박홍두 기자 phd@kyunghyang.com,"4·7 서울시장 보궐선거 선거일인 7일 중앙선거관리위원회가 서울시내 전체 투표장에 오세훈 국민의힘 후보 납세와 관련한 ‘정정 공고’를 붙였다. 오 후보 부인의 납세액이 일부 누락됐다는 내용이다. 국민의힘은 “전산 오류일뿐인데 선관위가 악의적 표현으로 선거에 개입할 의도를 드러냈다”고 반발했다.선관위는 이날 서울시내 모든 투표장에 오 후보 부인의 5년간 실제 납세액이 1억1997만9000원이었다는 내용의 벽보를 붙였다.앞서 책자 후보별 공보물에는 1억1967만7000원으로 돼 있었지만 정확히 확인한 결과 실제 신고액이 그보다 30만원 가량 더 많다는 것이다.선관위 공고에는 ‘이의 제기 내용’ 항목에 “배우자 소유 토지에 대한 재산세 납부·체납 실적을 누락함”이라고 밝혔다. 해당 이의제기는 더불어민주당 소속 이병우 중랑구의원이 선관위에 제출한 것으로 전해졌다.선관위 관계자는 “공직선거법에 따라 (수정 내용을) 공고문으로 게시한 것”이라고 말했다.국민의힘 측은 즉각 반발했다.오 후보 측은 보도자료를 통해 “배우자의 토지가 권한 있는 행정청에서 전산상 옮겨 적는 과정에 오류를 일으켰고 이에 세금 통지가 되지 않았다”고 설명했다.그러면서 “오 후보 배우자 및 회계법인은 통지가 되지 않은 상황에서 체납 사실을 알 수가 없었다”며 “이후 토지 매매 과정에서 사실을 발견하고 세금 전부를 납부했다”고 밝혔다.김철근 국민의힘 중앙선대위 대변인도 논평을 통해 “세금을 더 납부했는데 누락이라니 선관위 제 정신인가”라며 “오 후보와 배우자는 세금을 미납하거나 체납한 내역이 없다. 선관위에 재산세를 신고하는 절차 중에 신고한 항목보다 세금을 더 많이 낸 것을 발견한 것”이라고 했다.김 대변인은 “그럼에도 불구하고 선거관리위원회가 ‘세금실적 누락’이라는 악의적 표현을 사용한 것은 민주당과 선관위의 의도된 2인3각 경기라고 하지 않을 수 없으며, 이는 심각한 부정선거 시도나 다름없다”고 강조했다.국민의힘 박성중 선대위원장, 배준영 중앙선대위 대변인, 전주혜 선대위법률지원단장, 유경준 총괄선대본부장은 선관위 공고문이 유권자에 혼란을 주었다며 선관위를 항의방문키로 했다."
547,2021.04.07 14:38,[속보]오후 2시 투표율 40.6%… 2019년 재·보궐보다 6.5%P ↑,경향신문,심진용 기자 sim@kyunghyang.com,서울·부산시장을 선출하는 4·7 재·보궐선거 투표가 7일 진행된 가운데 오후 2시 현재 투표율은 40.6%를 기록했다.중앙선거관리위원회는 이날 서울·부산시장 보궐선거에 오후 1시까지 전체 유권자 1216만1624명 중 493만8557명이 참여했다고 밝혔다. 지난 2~3일 실시된 사전투표분(투표율 20.54%)까지 포함한 수치다. 2019년 4·3 재·보궐선거 당시 같은 시각 투표율 34.1%를 기록한 것과 비교하면 6.5%포인트 높다.서울시장 선거는 투표율 42.9%를 기록했다. 부산시장 선거 투표율은 37.8%다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가져가야 한다.
548,2021.04.07 13:15,"[속보]오후 1시 투표율 38.3%… 서울 40.6%, 부산 35.5%",경향신문,심진용 기자 sim@kyunghyang.com,"서울·부산시장을 선출하는 4·7 재·보궐선거 투표가 7일 진행된 가운데 오후 1시 현재 투표율은 38.3%를 기록했다.중앙선거관리위원회는 이날 서울·부산시장 보궐선거에 오후 1시까지 전체 유권자 1216만1624명 중 466만1564명이 참여했다고 밝혔다. 지난 2~3일 실시된 사전투표분(투표율 20.54%)까지 포함한 수치다.서울시장 선거는 투표율 40.6%를 기록했다. 부산시장 선거 투표율은 35.5%다. 가장 최근 지방선거인 2018년 지방선거 때 같은 시각 투표율과 비교하면 서울시장의 경우 0.7%포인트, 부산시장은 5.5%포인트 낮다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가져가야 한다."
549,2021.04.07 13:05,"[4·7 재보선]울산 남구·울주군 유권자들 89개 투표소서 소중한 ‘한 표’ 행사···오후 4시 기준 투표율 남구 31.1%, 울주군 24.4%",경향신문,백승목 기자 smbaek@kyunghyang.com,"재·보궐선거일인 7일 울산에서는 남구와 울주군 유권자들도 모두 89개 투표소에서 소중한 한 표를 행사했다.남구는 구청장 재선거, 울주군은 군의원 나선거구(범서·청양) 보궐선거이다. 이날 남구 신정중학교에 마련된 투표소에는 투표 시작 시각인 오전 6시부터 마스크를 쓴 유권자들이 투표소 입구에서 체온측정·손 소독·비닐장갑 착용 등의 절차를 거쳤다. 이어 투표소 내부로 들어가 바닥에 붙은 거리두기 스티커 위에 한사람씩 서서 차례를 기다렸다가 신분을 확인하고 투표를 했다.출근 시간대가 가까워지면서 투표소는 한때 유권자 발길이 뜸한 모습을 보였다가 점심과 저녁 시간대에 다시 투표행렬이 이어졌다.한 투표 안내원은 “투표 참가자는 출근시간대 이전과 점심, 저녁 시간대에 주로 많았다”고 말했다.울산지역 선거인수는 남구 27만1967명, 울주군 7만2521명 등 총 34만4488명이다. 이날 오후 4시 현재 남구는 8만4508명이 투표해 31.1%, 울주군은 1만7669명이 24.4%의 투표율을 각각 나타냈다."
550,2021.04.07 12:04,[속보]오전 12시 투표율 15%…2018년 지선보다 4.7%P 낮아,경향신문,김상범 기자 ksb1231@kyunghyang.com,서울·부산시장을 선출하는 4·7 재·보궐선거 투표가 7일 진행된 가운데 오후 12시 현재 투표율은 15.0%를 기록했다.중앙선거관리위원회는 이날 서울·부산시장 보궐선거에 오후 12시까지 전체 유권자 1216만1624명 중 182만4868명이 참여했다고 밝혔다. 지난 2~3일 실시된 사전투표분(투표율 20.54%)은 포함되지 않았다. 사전투표는 거소(우편을 통한) 투표 등과 함께 오후 1시부터 공개되는 투표율에 합산한다.서울시장 선거는 투표율 15.6%를 기록했다. 부산시장 선거 투표율은 14.4%다.현재 투표율은 가장 최근 선거인 2020년 21대 총선 당시 같은 시각 기준 투표율(19.2%)보다 4.2%포인트 낮은 수준이다. 2018년 지방선거 때 같은 시각 투표율인 19.7% 보다는 4.7%포인트낮다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가져가야 한다.
551,2021.04.07 12:00,"김정은, 노동당 최말단조직 세포비서 대회 참석…결속 강조",경향신문,박은경 기자 yama@kyunghyang.com,"북한이 김정은 노동당 총비서가 참석한 가운데 6일 ‘노동당 최말단’ 세포비서 대회를 개최했다. 김 총비서는 이날 개회사에서 기층 조직을 강화해 전당을 강화해야 한다면서 체제 결속을 강조했다.조선중앙통신은 7일 “조선노동당 제6차 세포비서대회가 4월 6일 평양에서 개막됐다”면서 김 총비서가 대회를 지도했다고 보도했다. 당세포비서대회는 2013년 1월과 2017년 12월에 열렸으며, 김 총비서는 두 차례 모두 참석했다.김 총비서는 이번 개회사에서 “기층 조직을 강화하여 전당을 강화하는 것은 우리 당의 고유하고 독창적인 당 건설원칙이며 자랑스러운 전통”이라고 말했다. 또 “경제사업과 인민생활을 비롯한 모든 분야에서 실질적인 눈에 띄는 변화와 발전을 이룩하여 우리 식 사회주의 위업을 한 단계 전진시키려는 당대회 결정의 집행 여부가 바로 당의 말단 기층조직인 당세포들의 역할에 달려있다”고 했다.이어 김 총비서는 제8차 당대회 결정 집행 여부가 “당의 말단 기층조직인 당세포들의 역할에 달려있고 당세포들의 전투력은 세포비서들에 의해 좌우된다”며 세포비서 세대교체가 빠르게 진행되는 상황에서 전당의 세포비서들을 주기적으로 만나 사업을 논의할 것이라고 개최 배경을 밝혔다.‘당세포’는 5∼30명으로 구성되는 당의 최말단 조직이며 당세포 비서는 이 조직의 책임자를 일컫는다. 이번 대회에서는 반사회주의·비사회주의 타파를 강조했다.조용원 당 조직비서는 보고를 통해 “당세포가 반사회주의, 비사회주의를 쓸어버리는 발원점이 되어 맹렬한 투쟁을 벌이며 도덕 기강을 확립하기 위한 된바람을 일으켜나가야 할 것”이라고 했다. 그는 또 “당세포 비서들이 당적 원칙, 혁명적 원칙이 없이 반사회주의·비사회주의와의 투쟁을 강도 높이 벌리지 못한 문제들이 엄정히 비판”했다고 밝혔다.조 조직비서는 반사회주의·비사회주의와의 투쟁이 미흡했던 점을 비롯해 당세포가 김 총비서의 유일적 영도체계를 세우는 사업을 확고히 추진하지 못한 점과 당원들의 당성 단련 지도에 미흡했던 점 등을 지목했다."
552,2021.04.07 11:28,"박영선 “거짓말 심판, 정직한 서울” 오세훈 “정의·상식 통해야”···막판 SNS 호소",경향신문,김상범 기자 ksb1231@kyunghyang.com,"4·7 서울·부산시장 보궐선거가 시작된 7일 여야 후보는 사회관계망서비스(SNS)를 통해 마지막 지지 호소를 이어나갔다.이날 박영선 더불어민주당 서울시장 후보는 SNS에서 “저는 이미 사전투표를 마쳤지만 시민 여러분의 선택이 어떨지 설레고 두려운 마음으로 하루를 시작했다”라며 “MBC에서 기자와 앵커를 마치고 국회의원 16년, 그리고 중소벤처기업부 장관에 이르기까지 제 인생 고비 고비마다 함께 해준 소중한 분들이 떠올랐다”라고 적었다.박 후보는 그러면서 “BBK로 협박과 외압이 끊이지 않았을 때도 시민 여러분의 지지와 응원이 없었다면 저는 버티지 못했을 것이다. 한결같이 진실과 정의의 편에 함께 서주신 여러분들이 있었기에 저 박영선 여기까지 달려올 수 있었다”라고 썼다.박 후보는 “코로나19 극복과 민생회복, 일상회복, 선거운동 기간 동안 제가 수도 없이 외쳤던 지금 당장 우리 앞에 놓인 큰 숙제다”라며 “검증된 능력과 실력으로, 거짓 없는 정직과 서울의 미래를 향한 진심으로, 하루라도 빨리 천만 서울시민의 삶에 따스한 볕이 들고 봄이 올 수 있게 하겠다”라고 말했다.박 후보는 “거짓말을 심판하겠다! 정직한 서울을 만들겠다! 무능하고 무책임한 서울이 아닌 유능하고 신뢰할 수 있는 서울로 나아가겠다! 공동체 한 사람 한 사람을 아끼는 서울이 되어야 한다! 시민 여러분의 이런 진심이 모이고 있다”라며 “당신 마음도 다르지 않을 거라 믿는다”라고 덧붙였다.오세훈 국민의힘 후보도 이날 오전 SNS에 “환하게 웃어주시며 파이팅을 외쳐주시고, 꼭 당선되어 서울을 살리고 정권심판 해달라시던 열망 어린 표정의 시민 여러분들, 정말 죽을 때까지 잊지 못할 것”이라며 “저는 이번 선거과정을 통해 청년들의 분노를 보았고, 국민들이 원하는 희망을 보았고, 서울시민이 가진 저력을 보았고, 대한민국 회복의 가능성을 보았다”라고 적었다.오 후보는 “제가 잘나서 지지해주시는게 아니라는 것, 잘 안다. ‘위기에 빠진 대한민국을 살려라, 기회를 주겠다, 잘 하는지 지켜보겠다’는 국민 여러분의 그 마음, 잘 안다. 국민 여러분들의 시험대를 꼭 통과하겠다”라고 말했다.오 후보는 그러면서 “저는 우리 아이들과 청년들에게 기성세대가 만든 빚, 물려주지 않겠다. 암울한 미래와 분열의 시대를 물려주지 않겠다. 국민들을 절망 속에 내버려 두지 않겠다”라면서 “정의와 상식이 통하는 나라, 부끄럽지 않은 대한민국을 만들겠다”라고 썼다.오 후보는 “훌륭한 우리 국민들께 좋은 일머리 가진 유능한 일꾼으로서, 직접 보여드리고 싶다”라며 “정치에 응어리진 마음은 투표를 통해 풀어 달라”라고 호소했다."
553,2021.04.07 11:05,[속보]오전 11시 투표율 12.2%…21대 총선보다 3.1%P 낮아,경향신문,김상범 기자 ksb1231@kyunghyang.com,서울·부산시장을 선출하는 4·7 재·보궐선거 투표가 7일 진행된 가운데 오전 11시 현재 투표율은 12.2%를 기록했다.중앙선거관리위원회는 이날 서울·부산시장 보궐선거에 오전 11시까지 전체 유권자 1216만1624명 중 148만2837명이 참여했다고 밝혔다. 지난 2~3일 실시된 사전투표분(투표율 20.54%)은 포함되지 않았다. 사전투표는 거소(우편을 통한) 투표 등과 함께 오후 1시부터 공개되는 투표율에 합산한다.서울시장 선거는 투표율 12.7%를 기록했다. 부산시장 선거 투표율은 11.6%다.현재 투표율은 가장 최근 선거인 2020년 21대 총선 당시 같은 시간 기준 투표율(15.3%)보다 3.1%포인트 낮은 수준이다. 2018년 지방선거 때 같은 시각 투표율은 15.7%였다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가져가야 한다.
554,2021.04.07 10:33,"문 대통령, UAE 왕세제에 “바라카 원전 상업운전 개시 축하”",경향신문,이주영 기자 young78@kyunghyang.com,"문재인 대통령은 무함마드 빈 자예드 알나흐얀 아랍에미리트(UAE) 아부다비 왕세제에게 바라카 원전 1호기 상업운전 개시 축하 서한을 보냈다고 청와대가 7일 밝혔다.바라카 원전은 한국이 처음 수출한 원전으로, 이번에 상업운전을 시작한 1호기를 포함해 총 4기의 원전이 현장에서 건설 중이다.문 대통령은 서한에서 2018년 3월 바라카 원전 건설 완료식에서 무함마드 왕세제와 만난 일을 떠올리며 “바라카 원전은 UAE 혁신의 아이콘이자 양국 우정의 상징”이라고 밝혔다. 그러면서 2·3·4호기 역시 상업운전을 위해 남은 과정을 성공적으로 진행하기를 기원했다.이번 서한은 UAE ‘건국 50주년의 해’를 축하하는 의미도 담고 있다고 강민석 청와대 대변인이 설명했다.문 대통령은 UAE가 지속적인 혁신과 도전을 통해 발전한 것을 높이 평가하고 지난 2월 UAE 화성탐사선 ‘아말’의 성공적인 화성궤도 진입을 축하했다.또 오는 10월 개최 예정인 두바이 엑스포에 대한 기대감을 드러냈다. 문 대통령은 UAE의 번영을 기원하면서 한국이 동반자가 되겠다는 의지를 강조했다고 강 대변인이 전했다."
555,2021.04.07 10:03,[속보]오전 10시 투표율 9.1%…21대 총선보다 2.3%P 낮아,경향신문,박용하 기자 yong14h@kyunghyang.com,서울·부산시장을 선출하는 4·7 재·보궐선거 투표가 7일 진행된 가운데 오전 10시 현재 투표율은 9.1%를 기록했다.중앙선거관리위원회는 이날 서울·부산시장 보궐선거에 오전 10시까지 전체 유권자 1136만2170명 중 110만1026명이 참여했다고 밝혔다. 지난 2~3일 실시된 사전투표분(투표율 20.54%)은 포함되지 않았다. 사전투표는 거소(우편을 통한) 투표 등과 함께 오후 1시부터 공개되는 투표율에 합산한다.서울시장 선거는 투표율 9.5%를 기록했다. 부산시장 선거 투표율은 8.5%다.현재 투표율은 가장 최근 선거인 2020년 21대 총선 당시 같은 시간 기준 투표율(11.4%)보다 2.3%포인트 낮은 수준이다. 2018년 지방선거 때 같은 시각 투표율은 11.5%였다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가져가야 한다.
556,2021.04.07 09:02,"[속보]오전 9시 투표율 6.2%…서울 6.6%, 부산 5.7%",경향신문,박용하 기자 yong14h@kyunghyang.com,서울·부산시장을 선출하는 4·7 재·보궐선거 투표가 7일 진행된 가운데 오전 9시 현재 투표율은 6.2%를 기록했다.중앙선거관리위원회는 이날 서울·부산시장 보궐선거에 오전 9시까지 전체 유권자 1136만1170명 중 75만9690명이 참여했다고 밝혔다. 지난 2~3일 실시된 사전투표분(투표율 20.54%)은 포함되지 않았다. 사전투표는 거소(우편을 통한) 투표 등과 함께 오후 1시부터 공개되는 투표율에 합산한다.현재 투표율은 가장 최근 선거인 2020년 21대 총선 당시 같은 시간 기준 투표율(8.0%)보다 1.6%포인트 낮은 수준이다. 2018년 지방선거 때 같은 시각 투표율은 7.7%였다.서울시장 선거는 투표율 6.6%를 기록했다. 부산시장 선거 투표율은 5.7%다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가져가야 한다.
557,2021.04.07 08:21,[속보]오전 8시 투표율 3.8%···서울 3.9% 부산 3.4%,경향신문,김상범 기자 ksb1231@kyunghyang.com,서울·부산시장을 선출하는 4·7 재·보궐선거 투표가 7일 진행된 가운데 오전 8시 현재 투표율은 3.8%를 기록했다.중앙선거관리위원회는 이날 서울·부산시장 보궐선거에 오전 8시까지 전체 유권자 1136만1170명 중 42만8251명이 참여했다고 밝혔다. 지난 2~3일 실시된 사전투표분(투표율 20.54%)은 포함되지 않았다. 사전투표는 거소(우편을 통한) 투표 등과 함께 오후 1시부터 공개되는 투표율에 합산한다.오전 8시 기준 서울시장 선거에는 32만8144명이 투표해 투표율 3.9%를 기록했다. 부산시장 선거 투표자 수는 10만107명으로 투표율은 3.4%다.해당 투표율은 가장 최근 선거인 2020년 21대 총선 당시 같은 시간 기준 투표율(5.1%)보다 1.3%포인트 낮은 수준이다. 2018년 지방선거 때는 같은 시각 투표율은 4.6%였다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가지고 가야 한다.
558,2021.04.07 07:34,[속보]오전 7시 투표율 1.5%···2018년 지선보다 0.7%p ↓,경향신문,김상범 기자 ksb1231@kyunghyang.com,"서울·부산시장을 선출하는 4·7 재·보궐선거 투표가 7일 오전 6시 시작됐다. 오전 7시 현재 투표율은 1.5%를 기록했다.중앙선거관리위원회는 이날 오전 6시부터 시작된 서울·부산 시장선거에 전체 유권자 1136만1170명 중 17만1360명이 참여했다고 밝혔다. 지난 2~3일 실시된 사전투표분(투표율 20.54%)은 포함되지 않았다. 사전투표는 거소(우편을 통한) 투표 등과 함께 오후 1시부터 공개되는 투표율에 합산한다.오전 7시 기준 서울시장 선거에는 13만1897명이 투표해 투표율 1.6%를 기록했다. 부산시장 선거 투표자 수는 3만9463명으로 투표율은 1.3%다. 해당 투표율은 가장 최근 선거인 2020년 21대 총선 당시 같은 시간 기준 투표율(2.2%)보다 0.7%포인트 낮은 수준이다. 2018년 지방선거에도 같은 시각 투표율은 2.2%, 2019년 4·3 재보궐 당시에는 1.5%였다.이날 투표는 서울·부산 등 전국 3459개 투표소에서 실시된다. 투표시간은 오전 6시부터 오후 8시까지다. 투표하러 갈 때는 본인의 주민등록증·여권·운전면허증 등 관공서 또는 공공기관이 발행한 사진이 첨부된 신분증을 반드시 가지고 가야 한다."
559,2021.04.07 00:00,"서울·부산의 선택, 여야 운명 가른다",경향신문,박홍두 기자 phd@kyunghyang.com,"7일 21곳서 재·보선…‘대선 전초전 성격’ 각 정당 정치적 분수령여당 승리 땐 ‘정권 재창출’ 동력…야권엔 향후 ‘정계 개편’ 풍향계서울·부산 시장 보궐선거 투·개표가 7일 실시된다. 박원순·오거돈 등 전직 시장의 성범죄 사건으로 치러지게 되는 이번 선거는 여야 모두에 ‘정치적 분수령’이 될 것으로 보인다. 서울과 부산의 ‘선택’이 내년 3월 차기 대통령선거 등 여야의 운명을 가를 수 있기 때문이다. ‘대선 전초전’격인 이번 선거의 승패에 따라 여야의 차기 권력구도도 재편될 수 있다는 전망이 나온다.중앙선거관리위원회는 전국 21개 선거구, 총 3459개 투표소에서 4·7 재·보선이 시행된다고 6일 밝혔다. 투표는 오전 6시부터 오후 8시까지 진행된다.더불어민주당에서는 박영선·김영춘 후보가, 국민의힘에서는 오세훈·박형준 후보가 각각 서울·부산 시장 선거에서 경쟁을 벌이고 있다. 대한민국의 ‘수도’와 ‘제2의 도시’인 두 곳의 선택은 단순한 시장 선거가 아닌, 내년 대선을 앞두고 민심의 풍향계가 될 것으로 인식된다.이번 선거는 25차례에 걸친 정부의 부동산정책에도 집값이 폭등한 데다 한국토지주택공사(LH) 땅 투기 의혹 등으로 인해 ‘부동산 민심’이 최악인 상황이 맞물려 문재인 정권과 여당에 대한 ‘평가’ 성격이 강하다. 특히 대선을 불과 1년 앞두고 치러지는 선거라는 점에서 선거 결과에 따라 향후 정국이 요동칠 것으로 예상된다.민주당이 승리하면 최근의 지지율 하락을 딛고 정권 재창출의 동력을 끌어올릴 계기를 만들 수 있다. 남아 있는 각종 개혁 입법 작업에도 박차를 가할 수 있게 된다. 선거를 진두지휘했던 이낙연 상임선거대책위원장도 반전의 계기가 마련돼 여권 대선 주자들의 경쟁구도는 더 치열해질 것으로 보인다. 이 경우 국민의힘은 ‘제1야당’으로서의 존재감에 타격을 받을 수밖에 없다. 야권은 윤석열 전 검찰총장 등 ‘제3지대’를 중심으로 정계개편의 소용돌이에 빠져들 가능성이 커진다.국민의힘이 이기면 2017년 대선 이후 전국 단위 선거에서 4년 만에 승리하면서 대선도 이길 수 있다는 내부 동력을 확보할 것으로 보인다. 김종인 비상대책위원장이 이끄는 중도세력이 야권 재편 과정에서 주도권을 쥐고 세력 확장에 나설 것이라는 전망이 나온다. 윤 전 총장이 합류할 가능성도 있다. 반면 민주당은 2016년 총선 이후 첫 패배로 지도부 총사퇴 등 책임 논란이 불거질 수밖에 없다. 문재인 대통령의 ‘레임덕(임기 말 권력누수 현상)’이 겹치면서 대선을 향한 여권의 권력구도 역시 변화가 불가피할 것이라는 분석이 나온다."
